CustomerID,TransactionDate,Amount
C0228,2025-05-11,301.47
C0228,2025-08-26,301.83
C0228,2026-04-02,176.17
C0228,2025-11-13,291.65
C0229,2026-02-12,345.6
C0229,2025-05-27,337.04
C0229,2025-07-12,193.65
C0229,2025-07-15,263.17
C0229,2025-07-10,491.45
C0229,2026-03-19,162.33
C0229,2025-07-16,122.94
C0229,2025-05-08,311.25
C0229,2026-04-10,260.59
C0229,2025-09-27,461.3
C0229,2025-07-26,210.87
C0230,2025-05-15,77.57
C0230,2026-02-26,103.08
C0230,2025-05-08,217.36
C0230,2025-10-21,428.92
C0230,2025-05-10,147.07
C0230,2025-11-03,99.29
C0230,2025-09-30,344.95
C0230,2026-02-22,58.3
C0230,2026-04-02,379.54
C0230,2025-11-13,218.77
C0230,2025-08-11,86.96
C0230,2025-10-10,182.7
C0230,2025-12-11,381.35
C0230,2026-04-11,237.55
C0230,2026-04-11,424.28
C0230,2026-04-16,386.27
C0231,2026-03-06,282.97
C0231,2026-04-24,399.22
C0231,2025-12-13,107.76
C0231,2026-04-30,234.74
C0231,2025-05-12,489.95
C0231,2025-09-08,302.55
C0231,2025-05-09,60.12
C0231,2025-12-04,331.33
C0231,2025-10-30,489.41
C0231,2025-05-16,96.72
C0231,2025-06-21,368.37
C0231,2026-03-22,62.25
C0231,2026-04-30,245.68
C0231,2025-06-27,166.31
C0231,2025-05-27,453.44
C0231,2025-12-24,127.11
C0231,2026-02-27,439.4
C0232,2025-08-26,125.29
C0232,2025-11-10,64.62
C0232,2025-12-14,200.27
C0232,2026-04-04,321.06
C0232,2025-08-14,271.73
C0233,2026-03-15,439.31
C0233,2026-02-24,20.22
C0233,2026-01-15,133.16
C0233,2025-11-01,164.64
C0233,2025-08-10,58.42
C0233,2025-12-31,451.4
C0233,2025-10-16,212.08
C0233,2026-01-07,209.37
C0233,2025-05-20,462.73
C0234,2025-07-22,197.05
C0234,2026-02-03,114.06
C0234,2026-01-23,241.45
C0234,2025-11-06,42.37
C0234,2025-12-06,280.07
C0234,2025-07-01,469.63
C0234,2026-01-30,35.57
C0234,2025-07-15,492.95
C0234,2025-10-16,260.55
C0234,2025-10-11,265.32
C0235,2025-07-28,281.36
C0235,2025-08-03,284.61
C0235,2026-01-30,19.31
C0236,2026-04-27,271.65
C0237,2025-05-16,311.51
C0237,2025-10-15,423.0
C0237,2025-05-26,211.44
C0237,2025-08-19,140.37
C0237,2025-06-01,66.27
C0237,2025-09-09,112.31
C0238,2025-07-03,150.11
C0238,2025-11-19,461.84
C0238,2025-06-05,175.87
C0238,2026-03-28,22.82
C0238,2025-09-17,186.82
C0238,2025-09-07,490.2
C0238,2025-10-08,176.26
C0238,2025-05-13,135.46
C0238,2026-01-04,19.81
C0238,2025-09-28,491.5
C0238,2025-06-06,149.71
C0238,2025-05-11,269.01
C0238,2025-07-16,13.89
C0238,2026-03-01,274.36
C0238,2025-11-16,234.99
C0238,2025-12-26,26.12
C0238,2025-10-02,208.52
C0238,2025-06-10,121.76
C0238,2025-12-27,427.96
C0239,2025-11-11,384.21
C0239,2025-09-20,178.57
C0239,2026-04-27,348.55
C0239,2026-01-07,119.85
C0239,2025-12-02,337.0
C0239,2026-02-22,496.98
C0239,2025-12-01,443.23
C0239,2025-08-26,405.36
C0239,2025-10-09,134.39
C0239,2025-05-08,344.8
C0239,2026-03-21,252.13
C0239,2025-12-18,73.05
C0239,2025-08-05,259.57
C0239,2025-11-14,212.92
C0239,2026-01-17,160.17
C0239,2026-04-05,442.1
C0239,2025-12-15,496.58
C0239,2025-08-07,429.1
C0240,2025-10-12,469.61
C0240,2026-01-08,264.01
C0240,2025-09-10,196.72
C0240,2025-06-05,362.35
C0240,2025-11-21,19.45
C0240,2026-04-06,495.61
C0240,2026-02-28,172.92
C0240,2025-09-11,33.07
C0241,2026-03-22,427.48
C0241,2025-05-22,163.4
C0241,2025-05-24,403.36
C0241,2025-06-25,22.08
C0241,2026-04-23,257.15
C0241,2026-03-04,240.98
C0241,2025-07-11,288.01
C0241,2025-06-30,443.15
C0241,2025-07-16,150.96
C0241,2025-12-12,112.07
C0241,2025-10-03,480.08
C0241,2025-05-28,380.59
C0241,2025-07-30,145.87
C0241,2026-04-17,52.98
C0241,2026-02-10,233.38
C0241,2026-04-04,42.9
C0241,2025-11-28,260.51
C0242,2025-11-28,100.36
C0242,2025-06-14,366.59
C0242,2025-09-18,296.83
C0242,2026-02-12,344.38
C0242,2025-08-21,262.52
C0242,2026-03-08,450.22
C0242,2026-04-26,310.33
C0242,2026-01-24,315.61
C0242,2025-10-28,314.53
C0242,2025-07-19,499.71
C0242,2026-01-13,73.21
C0242,2026-03-19,384.11
C0242,2026-03-20,334.0
C0243,2026-03-28,137.36
C0243,2026-01-27,124.35
C0243,2025-06-04,285.62
C0243,2025-11-19,455.08
C0243,2025-07-18,360.37
C0243,2025-07-11,232.53
C0243,2025-07-11,245.73
C0243,2025-10-03,437.26
C0243,2026-02-10,208.26
C0243,2026-01-10,325.96
C0243,2025-09-07,181.89
C0243,2025-05-13,224.2
C0243,2025-09-10,435.8
C0243,2025-09-11,11.83
C0243,2025-10-28,398.81
C0243,2026-02-13,17.38
C0243,2025-10-27,32.02
C0243,2026-02-19,269.82
C0244,2026-02-26,47.35
C0244,2026-03-30,325.51
C0244,2026-01-09,225.32
C0244,2025-05-21,295.5
C0244,2025-05-05,169.45
C0244,2025-09-06,426.1
C0244,2025-10-30,46.95
C0244,2025-11-26,220.36
C0244,2025-07-30,177.51
C0244,2026-02-25,233.38
C0244,2026-04-09,98.75
C0244,2025-07-11,175.85
C0244,2025-06-12,428.63
C0244,2026-02-13,25.8
C0244,2026-03-01,351.35
C0244,2025-05-20,79.85
C0244,2025-07-14,90.38
C0244,2026-01-18,197.51
C0244,2025-09-18,148.82
C0245,2026-03-25,255.09
C0245,2025-09-26,258.05
C0245,2025-05-20,266.61
C0245,2026-02-09,488.87
C0245,2026-03-24,26.08
C0245,2025-10-19,281.75
C0245,2026-02-25,154.76
C0245,2025-10-30,350.75
C0245,2026-03-23,188.39
C0245,2025-06-24,349.2
C0245,2026-01-29,459.08
C0246,2026-01-14,123.43
C0246,2026-03-17,46.51
C0246,2026-01-12,403.64
C0246,2026-04-01,195.69
C0246,2025-12-27,410.13
C0246,2025-07-20,219.9
C0246,2025-09-02,185.13
C0246,2025-05-14,93.96
C0246,2025-11-08,375.09
C0246,2025-08-13,199.68
C0246,2026-03-06,340.69
C0246,2025-12-04,403.59
C0246,2025-07-11,451.86
C0246,2025-06-17,274.92
C0246,2025-09-11,401.35
C0247,2025-12-25,101.26
C0247,2026-03-09,270.21
C0247,2025-10-28,279.55
C0247,2025-08-04,316.06
C0247,2026-04-24,385.32
C0247,2025-11-12,220.85
C0247,2025-08-09,111.25
C0247,2025-09-12,200.99
C0247,2025-06-26,53.98
C0247,2026-03-25,18.2
C0247,2025-06-20,212.2
C0247,2026-02-15,261.46
C0247,2026-03-01,171.6
C0248,2025-07-25,292.7
C0248,2026-01-30,492.05
C0248,2025-11-17,424.87
C0248,2025-08-05,16.77
C0249,2026-01-22,423.88
C0249,2025-06-16,350.53
C0249,2026-04-29,225.6
C0249,2025-08-10,326.25
C0249,2026-04-05,16.71
C0249,2026-03-11,106.18
C0249,2025-11-15,287.52
C0249,2026-04-23,358.25
C0249,2026-01-17,86.95
C0250,2025-06-01,236.52
C0250,2025-06-12,454.54
C0250,2026-04-17,493.35
C0250,2025-10-04,372.71
C0250,2025-09-04,447.29
C0250,2025-10-15,344.62
C0250,2025-10-29,150.24
C0250,2026-02-05,399.06
C0250,2025-12-19,275.41
C0250,2026-01-20,253.65
C0250,2026-04-17,441.04
C0250,2025-08-07,353.97
C0250,2025-09-18,454.35
C0250,2025-12-07,186.35
C0250,2025-05-28,420.22
C0250,2025-11-17,51.73
C0251,2025-08-17,435.87
C0251,2026-04-19,48.48
C0251,2026-01-10,315.31
C0251,2025-12-19,465.05
C0251,2026-03-11,32.24
C0251,2025-12-18,89.36
C0251,2026-01-29,136.47
C0251,2025-12-02,417.26
C0251,2025-06-01,230.77
C0251,2025-11-06,69.89
C0251,2025-09-13,145.68
C0251,2026-03-21,130.23
C0252,2026-02-01,136.39
C0252,2025-12-28,360.9
C0253,2025-10-29,24.72
C0253,2026-01-22,339.75
C0253,2025-10-05,193.72
C0253,2025-11-07,16.07
C0254,2025-11-29,287.79
C0254,2025-08-05,379.45
C0254,2026-02-19,364.69
C0254,2025-10-14,351.02
C0254,2025-05-30,482.26
C0254,2025-06-01,215.98
C0254,2025-05-30,167.24
C0254,2025-11-08,372.95
C0254,2025-10-14,161.18
C0254,2026-01-27,408.33
C0254,2025-11-17,293.65
C0254,2025-12-07,264.16
C0254,2025-11-03,85.59
C0254,2026-02-18,283.7
C0254,2025-09-01,376.14
C0255,2025-07-02,250.59
C0255,2026-01-25,363.61
C0255,2025-05-12,377.67
C0255,2026-03-01,29.65
C0255,2025-12-09,126.59
C0255,2025-07-30,205.17
C0255,2025-11-28,431.65
C0255,2025-10-22,334.57
C0255,2025-05-03,390.42
C0255,2025-05-23,234.45
C0255,2025-11-30,467.71
C0255,2025-12-13,283.85
C0255,2025-11-09,497.23
C0255,2026-01-19,410.43
C0255,2026-04-21,287.12
C0256,2025-10-29,178.32
C0256,2025-11-19,205.74
C0256,2026-04-21,480.74
C0256,2026-01-22,345.65
C0256,2026-02-04,480.83
C0256,2026-01-27,90.34
C0256,2025-05-31,291.78
C0256,2025-11-30,268.98
C0256,2025-09-30,25.72
C0256,2025-06-05,281.56
C0256,2025-06-14,204.81
C0257,2025-07-29,331.58
C0257,2025-05-13,374.13
C0257,2026-03-02,464.07
C0257,2026-02-24,166.26
C0257,2026-02-01,196.29
C0257,2026-03-11,181.26
C0257,2025-12-18,418.04
C0257,2025-12-10,58.39
C0257,2025-07-24,477.73
C0257,2025-08-01,168.99
C0257,2026-01-15,20.46
C0257,2025-09-14,82.48
C0257,2025-09-22,451.55
C0257,2025-06-14,114.99
C0257,2026-02-10,248.37
C0257,2025-11-19,95.54
C0257,2026-02-08,34.77
C0257,2025-10-02,437.89
C0257,2026-03-27,499.89
C0258,2025-06-30,83.08
C0258,2025-06-28,38.88
C0258,2025-05-06,145.39
C0258,2025-08-22,146.04
C0259,2025-10-27,20.4
C0259,2025-05-17,437.32
C0259,2026-04-29,207.89
C0259,2025-05-09,284.26
C0259,2025-07-17,221.77
C0259,2026-04-24,123.24
C0259,2025-12-25,60.22
C0259,2025-08-09,115.27
C0259,2026-01-03,117.58
C0259,2025-11-10,394.18
C0259,2026-04-19,239.64
C0259,2025-10-21,261.04
C0259,2025-09-18,214.05
C0259,2026-01-01,493.47
C0259,2025-09-13,405.51
C0259,2025-12-19,214.35
C0259,2026-03-19,297.36
C0259,2025-09-14,197.2
C0259,2025-08-22,146.75
C0260,2025-07-02,493.42
C0260,2025-07-07,309.04
C0260,2025-10-22,218.42
C0260,2025-09-12,269.22
C0261,2026-02-02,461.17
C0261,2026-03-30,101.29
C0261,2025-09-11,283.95
C0261,2025-11-14,193.08
C0261,2026-04-05,435.17
C0261,2025-10-20,176.53
C0261,2025-10-16,381.73
C0261,2025-07-25,65.17
C0261,2026-03-02,406.99
C0262,2026-02-15,15.07
C0262,2025-11-20,39.07
C0262,2025-05-05,359.81
C0262,2025-05-14,220.95
C0262,2026-03-27,291.01
C0262,2026-04-29,331.19
C0262,2025-11-10,136.71
C0263,2025-12-29,244.83
C0263,2025-09-11,426.31
C0263,2025-07-06,217.95
C0264,2026-02-10,418.33
C0264,2025-09-24,342.43
C0264,2025-10-31,235.09
C0264,2026-04-28,422.36
C0264,2025-05-18,322.81
C0265,2026-02-19,143.84
C0265,2025-11-07,264.79
C0265,2025-07-14,307.0
C0265,2025-11-24,395.38
C0265,2025-11-18,292.3
C0265,2025-06-01,326.08
C0265,2025-06-09,69.74
C0265,2025-06-30,381.53
C0265,2025-10-07,28.17
C0266,2025-09-16,424.59
C0266,2026-01-30,303.55
C0266,2025-09-24,127.43
C0266,2025-07-16,435.53
C0266,2025-07-26,242.2
C0266,2025-09-15,153.02
C0266,2026-04-01,317.38
C0266,2025-06-17,212.64
C0266,2026-04-28,401.83
C0266,2025-10-12,283.31
C0266,2026-04-13,297.64
C0266,2025-11-26,476.69
C0267,2025-05-10,13.48
C0267,2025-08-25,57.07
C0267,2026-01-07,462.21
C0267,2026-02-01,410.34
C0268,2025-12-04,174.99
C0268,2025-07-02,366.39
C0268,2026-03-19,398.82
C0268,2025-06-20,348.51
C0268,2025-10-27,438.49
C0268,2025-09-05,274.7
C0269,2025-12-19,109.36
C0269,2025-08-18,297.81
C0269,2025-05-14,356.85
C0269,2026-01-03,71.94
C0269,2025-05-23,437.14
C0269,2025-10-06,287.78
C0269,2025-11-28,56.77
C0269,2026-03-20,70.3
C0269,2025-12-29,242.78
C0269,2025-11-15,264.43
C0269,2025-05-25,25.5
C0269,2025-06-08,154.37
C0269,2025-11-25,236.36
C0269,2025-05-24,496.26
C0269,2025-12-17,484.27
C0270,2025-10-22,52.34
C0270,2025-08-26,125.5
C0270,2025-08-29,369.36
C0270,2025-09-19,248.6
C0270,2025-06-28,478.85
C0270,2026-04-06,452.93
C0271,2025-10-27,468.17
C0271,2026-01-11,183.17
C0271,2026-02-10,495.36
C0271,2025-12-18,410.25
C0271,2025-08-03,259.04
C0271,2025-05-30,202.24
C0271,2026-02-11,192.88
C0271,2025-07-06,471.01
C0271,2026-04-14,260.69
C0271,2025-05-25,356.59
C0271,2026-01-19,228.22
C0271,2025-09-18,166.78
C0271,2025-09-07,23.74
C0271,2026-03-28,382.27
C0271,2026-01-25,313.04
C0271,2025-10-12,480.88
C0271,2026-01-26,489.61
C0271,2026-02-12,82.39
C0271,2025-08-08,432.48
C0272,2025-09-29,402.09
C0272,2025-07-29,262.01
C0272,2025-06-11,14.32
C0272,2026-03-03,441.48
C0272,2025-12-09,370.48
C0273,2025-11-13,233.36
C0273,2026-01-16,232.55
C0273,2025-10-11,81.24
C0273,2025-07-07,413.03
C0273,2026-02-08,292.23
C0273,2025-08-05,70.41
C0273,2026-02-19,33.24
C0274,2025-09-17,376.66
C0274,2025-05-27,191.92
C0274,2026-01-25,224.18
C0274,2026-01-19,108.86
C0274,2026-02-26,44.87
C0274,2026-02-10,388.89
C0274,2026-03-25,320.59
C0274,2025-07-20,187.48
C0274,2025-12-01,255.05
C0274,2025-08-21,461.34
C0274,2026-01-24,358.83
C0274,2025-09-09,493.13
C0274,2025-07-30,382.72
C0274,2025-07-03,219.18
C0274,2025-09-07,192.41
C0275,2025-08-23,296.85
C0275,2026-01-08,190.27
C0275,2026-02-18,232.52
C0275,2025-08-22,47.56
C0275,2026-04-30,235.66
C0275,2025-07-11,329.17
C0275,2025-07-05,429.95
C0275,2025-08-12,163.37
C0275,2025-11-12,57.93
C0275,2025-12-31,351.52
C0275,2025-08-09,223.12
C0275,2025-11-12,357.34
C0275,2025-07-16,142.85
C0275,2026-04-23,394.68
C0275,2026-02-11,363.78
C0275,2025-11-24,282.24
C0275,2025-10-16,133.87
C0276,2026-03-25,226.23
C0276,2026-04-30,247.71
C0276,2025-08-13,399.72
C0276,2026-01-22,53.87
C0276,2026-01-14,39.56
C0276,2026-04-21,28.02
C0276,2026-02-21,278.49
C0276,2025-07-16,247.57
C0276,2026-04-16,356.63
C0276,2025-06-30,52.56
C0276,2026-04-29,436.16
C0277,2025-05-09,123.31
C0277,2025-11-16,424.64
C0277,2025-07-02,386.38
C0278,2025-09-02,255.89
C0278,2025-06-24,400.57
C0278,2025-09-01,458.03
C0278,2025-10-12,477.93
C0278,2026-03-02,274.4
C0278,2025-10-01,230.75
C0278,2026-03-30,133.44
C0278,2025-09-01,246.28
C0278,2026-02-28,468.09
C0278,2025-09-16,229.89
C0278,2025-10-09,373.35
C0278,2026-04-03,89.23
C0278,2026-01-04,447.36
C0278,2025-11-30,182.45
C0278,2025-09-22,54.88
C0278,2025-10-03,358.97
C0279,2026-01-03,73.14
C0279,2025-09-25,117.06
C0279,2025-10-11,67.87
C0279,2025-05-21,356.06
C0279,2026-02-23,481.02
C0279,2025-05-05,245.69
C0279,2025-10-24,438.34
C0279,2026-01-07,13.43
C0280,2025-08-15,375.72
C0280,2025-10-31,122.82
C0280,2026-02-14,18.43
C0280,2025-08-07,20.38
C0280,2026-01-26,400.39
C0280,2026-03-21,133.55
C0280,2026-02-19,274.16
C0280,2025-05-25,337.88
C0280,2025-06-28,236.27
C0280,2025-09-21,58.55
C0280,2025-10-17,62.7
C0280,2025-12-01,399.55
C0280,2026-03-04,499.22
C0280,2025-05-19,375.82
C0280,2026-02-10,434.41
C0280,2025-11-17,71.35
C0280,2025-12-05,416.59
C0280,2025-07-23,349.31
C0281,2025-06-17,227.96
C0281,2026-01-27,94.6
C0281,2026-01-28,93.64
C0282,2025-11-23,277.13
C0282,2026-01-26,465.26
C0282,2025-08-28,352.78
C0282,2025-07-18,39.26
C0282,2025-08-01,375.22
C0282,2026-04-24,293.65
C0282,2025-10-31,89.51
C0282,2025-12-13,82.95
C0282,2026-03-07,281.39
C0283,2025-06-12,468.46
C0284,2025-12-26,166.34
C0284,2025-09-07,327.73
C0284,2026-03-29,249.83
C0284,2026-04-21,70.72
C0284,2025-09-08,102.67
C0284,2025-12-24,151.56
C0284,2025-10-22,146.3
C0284,2025-06-21,100.57
C0284,2025-07-17,422.31
C0284,2025-05-23,347.74
C0284,2025-12-24,332.5
C0284,2026-04-03,158.54
C0284,2026-03-10,254.47
C0284,2025-05-12,86.39
C0284,2025-11-30,450.27
C0284,2026-01-13,62.38
C0284,2025-05-20,296.97
C0284,2026-02-03,315.46
C0284,2026-04-17,206.73
C0285,2025-07-19,319.31
C0285,2026-02-08,58.64
C0285,2026-01-28,99.58
C0285,2025-05-04,268.27
C0285,2025-10-02,497.13
C0285,2025-12-02,74.84
C0286,2026-02-23,263.58
C0286,2025-05-30,29.8
C0286,2025-05-28,460.67
C0286,2026-01-20,142.33
C0286,2025-10-05,432.56
C0286,2026-03-09,59.29
C0287,2026-02-24,273.96
C0287,2025-06-25,197.76
C0287,2025-09-22,172.95
C0287,2025-07-26,341.25
C0288,2025-05-19,407.18
C0288,2026-02-11,108.2
C0288,2025-10-05,182.91
C0288,2025-07-06,205.37
C0288,2026-01-21,262.57
C0288,2025-08-06,309.68
C0288,2025-05-24,274.96
C0288,2026-01-27,270.87
C0288,2026-03-17,226.58
C0289,2025-11-02,291.31
C0289,2026-04-21,330.03
C0289,2026-03-17,125.3
C0289,2025-08-17,134.28
C0289,2025-08-15,199.15
C0289,2025-12-08,299.16
C0289,2025-09-11,301.51
C0289,2025-12-04,348.34
C0289,2025-06-29,185.12
C0289,2025-12-12,242.21
C0289,2025-05-09,37.0
C0289,2025-07-22,143.66
C0289,2025-11-27,305.38
C0289,2025-05-21,126.4
C0289,2026-01-01,417.33
C0289,2026-01-18,109.33
C0289,2025-05-23,247.92
C0289,2025-06-13,140.16
C0290,2026-04-10,198.4
C0290,2025-10-05,137.44
C0290,2026-02-19,272.86
C0290,2025-11-25,456.37
C0290,2026-02-11,157.72
C0290,2026-01-05,60.77
C0290,2026-03-29,241.95
C0290,2025-09-14,302.26
C0290,2025-10-19,143.98
C0290,2025-09-19,467.14
C0290,2026-01-05,243.2
C0290,2025-05-23,397.98
C0290,2025-05-11,383.67
C0291,2025-11-24,476.54
C0291,2026-01-02,161.13
C0291,2025-12-14,76.45
C0291,2026-03-05,164.84
C0291,2025-11-15,362.31
C0291,2025-05-29,253.74
C0291,2025-12-23,219.86
C0291,2025-06-14,374.47
C0292,2026-02-14,430.28
C0292,2026-04-11,474.27
C0292,2025-09-21,215.34
C0293,2025-05-10,444.19
C0293,2026-03-08,424.52
C0293,2026-03-30,374.66
C0293,2025-10-23,400.87
C0293,2025-05-18,499.99
C0293,2026-04-23,369.05
C0293,2025-08-21,428.29
C0293,2025-08-29,275.06
C0293,2026-03-30,193.07
C0293,2025-10-01,443.07
C0293,2025-05-20,25.87
C0293,2026-01-02,306.98
C0293,2026-04-09,220.08
C0293,2025-09-24,321.73
C0294,2026-03-26,159.5
C0294,2026-01-18,129.71
C0294,2026-02-11,71.54
C0294,2025-07-11,19.22
C0294,2025-08-18,304.77
C0294,2025-05-26,432.88
C0294,2026-03-24,252.56
C0294,2026-01-30,324.8
C0294,2026-02-07,416.94
C0294,2026-04-20,47.14
C0294,2025-11-23,412.98
C0294,2025-06-18,369.87
C0294,2026-02-10,439.96
C0294,2025-06-25,107.68
C0294,2025-06-15,208.25
C0294,2025-12-28,209.54
C0295,2026-01-23,290.92
C0295,2025-09-28,305.21
C0295,2025-12-20,442.75
C0295,2026-04-05,85.0
C0295,2025-08-09,471.07
C0296,2025-05-31,419.76
C0296,2026-01-16,151.13
C0296,2026-03-29,202.32
C0296,2026-03-09,477.0
C0296,2025-10-23,458.3
C0296,2025-09-17,154.37
C0296,2026-03-22,424.89
C0296,2025-07-17,437.16
C0296,2025-05-06,70.25
C0296,2025-05-22,339.18
C0296,2026-01-29,225.54
C0296,2025-10-27,86.45
C0296,2025-11-04,462.56
C0296,2025-10-06,388.46
C0296,2026-02-16,393.7
C0296,2026-05-02,423.98
C0297,2025-12-15,218.31
C0297,2025-12-23,413.53
C0297,2025-10-09,28.8
C0297,2025-06-05,166.67
C0297,2025-10-22,455.17
C0297,2025-09-05,464.92
C0297,2025-05-17,271.99
C0297,2025-08-09,326.92
C0298,2026-04-22,377.44
C0298,2026-02-15,199.13
C0298,2026-02-14,382.06
C0298,2025-06-03,380.24
C0298,2025-12-30,487.27
C0298,2025-10-23,79.29
C0298,2025-06-18,342.69
C0298,2025-05-22,456.4
C0298,2025-11-04,11.34
C0298,2025-06-13,398.1
C0298,2026-01-05,80.82
C0299,2026-04-28,20.63
C0299,2026-04-17,212.33
C0299,2026-02-20,137.15
C0299,2025-10-14,437.0
C0299,2025-07-21,98.25
C0299,2025-08-08,286.89
C0299,2026-01-11,426.07
C0299,2025-11-03,115.08
C0300,2026-02-25,290.98
C0300,2026-01-20,477.82
C0300,2025-10-05,43.39
C0300,2025-10-15,420.06
C0300,2025-07-26,76.88
C0300,2025-08-21,464.48
C0300,2025-08-08,73.48
C0300,2026-03-17,94.38
C0300,2025-08-29,176.15
C0300,2025-06-08,43.87
C0300,2025-12-23,396.22
C0300,2026-04-05,452.28
C0300,2025-05-11,418.59
C0300,2025-05-21,186.33
C0300,2025-07-13,208.25
C0300,2025-08-08,100.68
C0300,2025-06-17,218.35
C0301,2025-09-24,301.31
C0301,2026-01-03,333.18
C0301,2025-12-07,358.79
C0301,2025-10-12,385.89
C0301,2025-12-08,87.11
C0301,2025-08-09,141.85
C0301,2025-11-04,110.94
C0301,2025-08-29,130.91
C0302,2026-04-18,386.71
C0302,2025-08-16,237.87
C0302,2025-06-18,51.25
C0302,2025-09-05,76.76
C0302,2026-01-30,487.73
C0302,2026-04-08,58.04
C0302,2025-09-29,304.66
C0302,2025-07-03,17.61
C0302,2026-02-27,394.96
C0302,2025-11-26,200.41
C0302,2026-02-07,110.22
C0302,2025-06-20,309.48
C0302,2025-08-15,476.02
C0303,2026-04-12,247.72
C0303,2025-09-05,351.31
C0303,2026-03-05,290.37
C0303,2026-01-11,111.52
C0303,2025-09-08,135.04
C0303,2025-07-30,464.24
C0303,2025-10-07,292.94
C0303,2025-11-19,223.29
C0303,2025-06-22,313.65
C0303,2026-01-03,215.22
C0303,2026-02-13,148.95
C0303,2025-12-07,167.74
C0303,2025-05-22,383.88
C0303,2025-07-09,394.33
C0303,2025-05-25,179.82
C0303,2025-05-24,151.12
C0303,2025-07-05,29.72
C0303,2026-05-02,417.01
C0304,2025-07-14,113.38
C0304,2025-05-03,321.46
C0304,2026-01-21,193.18
C0304,2025-09-28,256.74
C0304,2026-04-09,367.96
C0305,2025-05-11,440.76
C0305,2025-08-02,473.48
C0305,2026-02-10,461.7
C0305,2026-03-18,258.19
C0305,2026-02-17,408.25
C0305,2025-10-17,245.61
C0305,2026-03-11,437.17
C0305,2025-10-13,14.65
C0305,2025-11-05,72.4
C0305,2025-12-17,157.79
C0305,2025-12-12,366.9
C0305,2025-11-29,440.55
C0305,2025-08-25,292.53
C0305,2025-09-09,443.85
C0305,2025-05-25,408.73
C0305,2025-08-18,19.18
C0305,2026-04-21,122.09
C0305,2025-05-10,426.69
C0305,2026-03-25,308.44
C0306,2025-08-01,188.14
C0306,2026-02-26,463.87
C0306,2025-06-11,401.27
C0306,2026-01-31,446.3
C0306,2025-12-09,465.02
C0306,2026-01-30,334.39
C0306,2025-07-28,289.67
C0306,2026-04-02,176.6
C0306,2025-08-28,37.3
C0306,2025-07-20,461.34
C0306,2026-03-26,198.04
C0307,2026-04-16,497.08
C0307,2026-04-19,139.82
C0307,2025-10-14,196.53
C0307,2025-12-29,260.75
C0307,2026-03-25,437.8
C0307,2025-05-10,484.59
C0307,2025-11-05,347.28
C0307,2025-10-05,38.34
C0307,2026-04-20,86.99
C0307,2025-08-11,248.2
C0307,2025-11-15,436.04
C0308,2026-03-09,240.05
C0308,2025-09-03,22.98
C0308,2025-10-11,65.24
C0308,2025-12-08,239.05
C0308,2025-11-12,373.14
C0308,2026-02-06,362.58
C0308,2025-12-21,169.47
C0308,2025-10-17,364.18
C0308,2025-12-11,46.25
C0309,2026-01-19,349.88
C0309,2025-07-10,415.58
C0309,2025-11-10,466.84
C0309,2026-01-01,259.37
C0309,2026-03-22,475.64
C0309,2025-06-17,217.97
C0309,2026-01-23,436.47
C0309,2025-09-30,296.75
C0309,2026-04-19,112.87
C0310,2025-12-14,425.41
C0310,2025-06-27,58.78
C0310,2025-06-29,140.68
C0310,2025-10-11,31.01
C0310,2026-03-15,349.16
C0310,2025-11-15,323.85
C0310,2025-08-23,265.76
C0310,2025-07-22,130.04
C0310,2026-02-09,450.59
C0310,2025-11-13,128.12
C0310,2025-05-10,58.34
C0310,2026-01-09,390.35
C0310,2026-03-10,406.49
C0310,2026-04-10,491.79
C0310,2025-10-18,286.16
C0310,2025-10-21,281.03
C0310,2025-07-20,248.29
C0310,2026-04-30,355.22
C0311,2025-09-25,375.44
C0311,2025-08-18,423.81
C0311,2025-12-28,103.68
C0311,2025-05-22,181.91
C0311,2025-12-04,160.43
C0311,2025-10-26,42.56
C0311,2025-10-19,421.38
C0311,2025-12-10,74.63
C0311,2026-04-07,219.3
C0311,2026-02-21,258.34
C0311,2025-12-09,279.96
C0311,2025-12-29,227.02
C0311,2026-03-14,392.66
C0312,2025-10-06,320.95
C0312,2025-06-10,317.54
C0312,2025-06-26,127.41
C0312,2026-01-23,166.58
C0312,2025-10-24,51.21
C0312,2026-04-18,419.48
C0312,2025-08-26,92.86
C0312,2026-03-10,498.14
C0312,2026-03-02,471.82
C0312,2025-07-04,407.13
C0312,2025-10-16,96.82
C0312,2025-11-22,58.2
C0312,2026-03-06,419.81
C0312,2025-07-21,55.6
C0312,2026-03-03,247.75
C0312,2025-11-26,399.82
C0312,2025-05-09,41.12
C0312,2026-01-14,468.42
C0313,2025-12-26,36.49
C0313,2025-05-09,86.1
C0313,2025-09-27,319.24
C0313,2026-02-07,182.94
C0313,2025-07-04,423.96
C0313,2025-06-09,492.53
C0313,2025-12-21,120.16
C0313,2025-12-15,493.04
C0313,2025-05-28,396.93
C0313,2025-05-26,148.94
C0314,2025-06-24,451.87
C0314,2025-05-29,432.88
C0314,2025-10-09,195.56
C0314,2025-11-26,404.5
C0314,2026-03-09,251.4
C0314,2026-02-25,446.85
C0314,2025-05-25,317.31
C0314,2025-05-23,170.89
C0314,2025-10-11,122.18
C0314,2025-05-07,72.08
C0314,2025-12-25,418.32
C0314,2025-05-26,242.96
C0314,2025-12-08,231.7
C0314,2025-07-20,50.45
